Complaint_ID,Date_Reported,Customer_ID,Region,Complaint_Type,Service_Type,Description,Priority,Status,Resolution_Date,Resolution_Time_Days,Customer_Satisfaction
COMP-01094,2025-03-14,CUST-7044,East,Poor Voice Quality,Broadband,Customer reported billing issue issue,Critical,Closed,2025-03-21,7.0,2.0
COMP-01095,2025-03-19,CUST-5053,North,Service Outage,TV,Customer reported no signal issue,Low,Closed,2025-03-21,2.0,1.0
COMP-01096,2025-03-06,CUST-1705,South,Poor Voice Quality,Mobile,Customer reported sms failure issue,Medium,Open,,,
COMP-01097,2025-03-09,CUST-3889,South,Call Drop,Broadband,Customer reported billing issue issue,Medium,Closed,2025-03-09,0.0,5.0
COMP-01098,2025-03-16,CUST-7401,Central,Service Outage,Mobile,Customer reported call drop issue,Low,Closed,2025-03-25,9.0,3.0
COMP-01099,2025-03-29,CUST-4626,Central,Call Drop,Broadband,Customer reported no signal issue,Medium,Closed,2025-03-31,2.0,2.0
COMP-01100,2025-03-27,CUST-4227,Central,Service Outage,Fixed Line,Customer reported call drop issue,Critical,Closed,2025-03-30,3.0,1.0
COMP-01101,2025-03-30,CUST-3014,East,Poor Voice Quality,Fixed Line,Customer reported billing issue issue,High,Closed,,,1.0
COMP-01102,2025-02-25,CUST-2476,East,SMS Failure,TV,Customer reported poor voice quality issue,Critical,Closed,2025-03-07,10.0,4.0
COMP-01103,2025-02-20,CUST-6118,North,Service Outage,TV,Customer reported poor voice quality issue,Low,In Progress,,,
COMP-01104,2025-01-10,CUST-2225,Central,Billing Issue,Broadband,Customer reported poor voice quality issue,High,Closed,,,4.0
COMP-01105,2025-03-03,CUST-8014,Central,Call Drop,Mobile,Customer reported no signal issue,Critical,Closed,2025-03-09,6.0,5.0
COMP-01106,2025-02-25,CUST-3750,East,Poor Voice Quality,Fixed Line,Customer reported slow internet issue,Critical,Closed,,,2.0
COMP-01107,2025-03-16,CUST-4849,South,Slow Internet,Mobile,Customer reported sms failure issue,Medium,Closed,,,1.0
COMP-01108,2025-02-16,CUST-2198,Central,SMS Failure,Mobile,Customer reported slow internet issue,High,Closed,2025-02-23,7.0,3.0
COMP-01109,2025-02-05,CUST-9578,North,Billing Issue,Broadband,Customer reported billing issue issue,High,Closed,2025-02-14,9.0,5.0
COMP-01110,2025-03-08,CUST-3366,West,Call Drop,TV,Customer reported poor voice quality issue,Low,Closed,2025-03-17,9.0,2.0
COMP-01111,2025-01-15,CUST-5760,West,Slow Internet,Mobile,Customer reported call drop issue,High,Closed,2025-01-21,6.0,2.0
COMP-01112,2025-01-26,CUST-6945,Central,Service Outage,Fixed Line,Customer reported service outage issue,Critical,Closed,2025-01-26,0.0,1.0
COMP-01113,2025-01-08,CUST-9301,West,SMS Failure,Fixed Line,Customer reported service outage issue,High,Closed,2025-01-08,0.0,3.0
COMP-01114,2025-01-07,CUST-7550,East,Slow Internet,Fixed Line,Customer reported no signal issue,Critical,Closed,2025-01-15,8.0,3.0
COMP-01115,2025-01-06,CUST-6983,East,Billing Issue,Broadband,Customer reported slow internet issue,Critical,Closed,,,5.0
COMP-01116,2025-01-15,CUST-2976,Central,SMS Failure,TV,Customer reported sms failure issue,Medium,Closed,2025-01-17,2.0,3.0
COMP-01117,2025-03-28,CUST-6356,West,No Signal,Fixed Line,Customer reported sms failure issue,High,Closed,2025-04-10,13.0,1.0
COMP-01118,2025-01-05,CUST-4431,East,Service Outage,Mobile,Customer reported service outage issue,Low,Closed,2025-01-05,0.0,1.0
COMP-01119,2025-03-27,CUST-3572,West,Poor Voice Quality,Mobile,Customer reported service outage issue,Critical,Closed,2025-04-02,6.0,3.0
COMP-01120,2025-02-27,CUST-4335,Central,Call Drop,Mobile,Customer reported slow internet issue,Critical,Closed,2025-02-27,0.0,2.0
COMP-01121,2025-02-21,CUST-7954,East,Call Drop,Mobile,Customer reported service outage issue,Medium,Closed,2025-02-22,1.0,2.0
COMP-01122,2025-02-14,CUST-9504,South,Poor Voice Quality,Broadband,Customer reported call drop issue,Critical,Closed,2025-02-22,8.0,3.0
COMP-01123,2025-03-09,CUST-8530,North,SMS Failure,Fixed Line,Customer reported slow internet issue,Medium,Closed,2025-03-17,8.0,2.0
COMP-01124,2025-01-21,CUST-4413,South,Call Drop,Fixed Line,Customer reported no signal issue,Medium,Closed,2025-01-23,2.0,4.0
COMP-01125,2025-02-09,CUST-2051,East,No Signal,Fixed Line,Customer reported billing issue issue,High,Closed,2025-02-10,1.0,1.0
COMP-01126,2025-02-10,CUST-5853,West,Service Outage,TV,Customer reported service outage issue,Low,Closed,2025-02-15,5.0,4.0
COMP-01127,2025-03-11,CUST-2602,North,Service Outage,Fixed Line,Customer reported no signal issue,Medium,Closed,,,5.0
COMP-01128,2025-01-26,CUST-9368,North,SMS Failure,TV,Customer reported no signal issue,Critical,Closed,2025-01-31,5.0,3.0
COMP-01129,2025-03-04,CUST-5910,North,Poor Voice Quality,Mobile,Customer reported slow internet issue,High,Closed,2025-03-17,13.0,1.0
COMP-01130,2025-03-22,CUST-4207,South,Poor Voice Quality,Fixed Line,Customer reported service outage issue,Low,In Progress,,,
COMP-01131,2025-02-17,CUST-2173,North,Poor Voice Quality,Broadband,Customer reported no signal issue,Medium,Closed,2025-02-18,1.0,4.0
COMP-01132,2025-03-15,CUST-1636,South,Call Drop,Mobile,Customer reported slow internet issue,Medium,Closed,2025-03-16,1.0,1.0
COMP-01133,2025-01-07,CUST-8567,Central,No Signal,Fixed Line,Customer reported no signal issue,Medium,Closed,2025-01-15,8.0,3.0
COMP-01134,2025-01-02,CUST-9955,South,No Signal,Broadband,Customer reported call drop issue,Medium,Closed,2025-01-16,14.0,2.0
COMP-01135,2025-03-20,CUST-5822,East,Billing Issue,TV,Customer reported service outage issue,High,Closed,2025-04-01,12.0,2.0
COMP-01136,2025-01-01,CUST-4492,Central,Slow Internet,Broadband,Customer reported no signal issue,High,Closed,2025-01-10,9.0,4.0
COMP-01137,2025-01-11,CUST-1932,North,Billing Issue,Mobile,Customer reported service outage issue,High,In Progress,,,
COMP-01138,2025-02-16,CUST-8009,West,No Signal,Mobile,Customer reported no signal issue,Critical,Closed,2025-02-17,1.0,1.0
COMP-01139,2025-01-09,CUST-3692,South,Service Outage,Fixed Line,Customer reported service outage issue,Medium,Closed,2025-01-23,14.0,4.0
COMP-01140,2025-03-16,CUST-3870,South,Slow Internet,TV,Customer reported poor voice quality issue,High,Closed,2025-03-26,10.0,4.0
COMP-01141,2025-03-24,CUST-8483,East,Poor Voice Quality,Fixed Line,Customer reported billing issue issue,Low,Closed,2025-03-26,2.0,2.0
COMP-01142,2025-03-16,CUST-9029,South,Service Outage,Mobile,Customer reported billing issue issue,High,Closed,2025-03-28,12.0,3.0
COMP-01143,2025-02-19,CUST-3684,South,Slow Internet,Broadband,Customer reported slow internet issue,Critical,Open,,,
COMP-01144,2025-01-11,CUST-7950,Central,SMS Failure,Broadband,Customer reported call drop issue,Low,Closed,2025-01-24,13.0,5.0
COMP-01145,2025-02-24,CUST-1488,Central,Poor Voice Quality,Mobile,Customer reported no signal issue,Low,Closed,2025-03-10,14.0,2.0
COMP-01146,2025-01-05,CUST-6893,West,SMS Failure,Broadband,Customer reported service outage issue,Medium,Closed,2025-01-06,1.0,3.0
COMP-01147,2025-03-04,CUST-9415,North,SMS Failure,Mobile,Customer reported service outage issue,Low,Closed,2025-03-12,8.0,4.0
COMP-01148,2025-02-20,CUST-6045,West,Slow Internet,Mobile,Customer reported no signal issue,Medium,Closed,2025-02-24,4.0,5.0
COMP-01149,2025-01-29,CUST-7668,East,Slow Internet,Broadband,Customer reported service outage issue,High,In Progress,,,
COMP-01150,2025-01-17,CUST-5244,South,Service Outage,TV,Customer reported service outage issue,Low,Closed,2025-01-23,6.0,1.0
COMP-01151,2025-01-14,CUST-2623,West,Service Outage,Mobile,Customer reported call drop issue,Low,Closed,2025-01-27,13.0,5.0
COMP-01152,2025-02-15,CUST-9469,South,Service Outage,Broadband,Customer reported call drop issue,Critical,Closed,,,5.0
COMP-01153,2025-02-24,CUST-4141,South,Slow Internet,Mobile,Customer reported poor voice quality issue,Critical,Closed,2025-03-07,11.0,5.0
COMP-01154,2025-03-24,CUST-8290,East,SMS Failure,TV,Customer reported service outage issue,Medium,Closed,,,5.0
COMP-01155,2025-03-25,CUST-9822,West,Slow Internet,Fixed Line,Customer reported service outage issue,Low,Closed,2025-04-02,8.0,3.0
COMP-01156,2025-03-21,CUST-1164,East,Poor Voice Quality,Fixed Line,Customer reported service outage issue,Low,Closed,2025-03-25,4.0,4.0
COMP-01157,2025-03-20,CUST-2113,East,No Signal,TV,Customer reported billing issue issue,Critical,Closed,2025-03-27,7.0,5.0
COMP-01158,2025-01-30,CUST-6696,Central,Slow Internet,Broadband,Customer reported sms failure issue,High,Closed,2025-01-30,0.0,3.0
COMP-01159,2025-03-17,CUST-3880,East,Service Outage,Fixed Line,Customer reported poor voice quality issue,High,Closed,2025-03-21,4.0,5.0
COMP-01160,2025-01-24,CUST-7951,North,SMS Failure,Broadband,Customer reported slow internet issue,Medium,Closed,2025-01-28,4.0,1.0
COMP-01161,2025-01-05,CUST-5288,East,Service Outage,Mobile,Customer reported no signal issue,Low,Open,,,
COMP-01162,2025-02-14,CUST-1938,West,Slow Internet,Mobile,Customer reported poor voice quality issue,Medium,Closed,2025-02-14,0.0,2.0
COMP-01163,2025-01-28,CUST-7144,West,Slow Internet,Fixed Line,Customer reported billing issue issue,Critical,Closed,2025-02-01,4.0,5.0
COMP-01164,2025-02-18,CUST-5836,South,No Signal,Broadband,Customer reported no signal issue,Medium,Closed,2025-02-19,1.0,3.0
COMP-01165,2025-01-17,CUST-4698,West,Poor Voice Quality,TV,Customer reported slow internet issue,Low,Closed,2025-01-17,0.0,4.0
COMP-01166,2025-01-10,CUST-2242,East,SMS Failure,Fixed Line,Customer reported poor voice quality issue,High,Closed,2025-01-21,11.0,5.0
COMP-01167,2025-01-16,CUST-3297,North,Billing Issue,Broadband,Customer reported billing issue issue,Medium,Closed,2025-01-25,9.0,1.0
COMP-01168,2025-03-18,CUST-2176,South,Billing Issue,Broadband,Customer reported billing issue issue,Medium,In Progress,,,
COMP-01169,2025-02-07,CUST-9666,West,Service Outage,Broadband,Customer reported call drop issue,Low,Closed,2025-02-09,2.0,2.0
COMP-01170,2025-03-20,CUST-7850,East,SMS Failure,TV,Customer reported billing issue issue,Critical,Closed,2025-03-26,6.0,1.0
COMP-01171,2025-03-15,CUST-2591,West,Billing Issue,Fixed Line,Customer reported service outage issue,Critical,In Progress,,,
COMP-01172,2025-01-06,CUST-8581,North,Call Drop,TV,Customer reported call drop issue,High,In Progress,,,
COMP-01173,2025-01-22,CUST-9800,Central,Billing Issue,Fixed Line,Customer reported sms failure issue,Critical,Closed,2025-02-03,12.0,3.0
COMP-01174,2025-01-15,CUST-8897,North,Service Outage,TV,Customer reported call drop issue,Medium,Closed,2025-01-23,8.0,4.0
COMP-01175,2025-03-02,CUST-8941,East,No Signal,TV,Customer reported sms failure issue,High,Closed,,,1.0
COMP-01176,2025-03-24,CUST-3857,North,No Signal,TV,Customer reported call drop issue,Medium,Closed,2025-03-31,7.0,5.0
COMP-01177,2025-03-13,CUST-4503,Central,Slow Internet,Mobile,Customer reported sms failure issue,Critical,Closed,2025-03-17,4.0,4.0
COMP-01178,2025-02-05,CUST-2085,South,Billing Issue,Broadband,Customer reported call drop issue,Medium,Closed,2025-02-14,9.0,5.0
COMP-01179,2025-01-16,CUST-3457,East,No Signal,TV,Customer reported poor voice quality issue,Critical,Closed,2025-01-16,0.0,4.0
COMP-01180,2025-03-11,CUST-4625,South,Service Outage,Broadband,Customer reported slow internet issue,Critical,In Progress,,,
COMP-01181,2025-03-19,CUST-2814,South,No Signal,Broadband,Customer reported poor voice quality issue,Medium,Closed,2025-03-28,9.0,1.0
COMP-01182,2025-01-09,CUST-7934,South,Slow Internet,Broadband,Customer reported sms failure issue,Medium,Closed,2025-01-12,3.0,2.0
COMP-01183,2025-02-17,CUST-6945,East,SMS Failure,TV,Customer reported billing issue issue,Low,Closed,2025-02-20,3.0,2.0
COMP-01184,2025-02-16,CUST-8358,South,Slow Internet,TV,Customer reported service outage issue,Critical,Closed,2025-02-18,2.0,3.0
COMP-01185,2025-01-10,CUST-7976,Central,Service Outage,Broadband,Customer reported billing issue issue,Low,Open,,,
COMP-01186,2025-02-11,CUST-4560,Central,No Signal,TV,Customer reported billing issue issue,Medium,Resolved,,,
COMP-01187,2025-02-01,CUST-2086,West,Call Drop,Broadband,Customer reported no signal issue,Medium,Closed,2025-02-06,5.0,5.0
COMP-01188,2025-02-13,CUST-9792,South,Billing Issue,Broadband,Customer reported sms failure issue,Critical,Closed,2025-02-16,3.0,4.0
COMP-01189,2025-01-26,CUST-7158,West,No Signal,TV,Customer reported slow internet issue,High,Closed,2025-01-27,1.0,4.0
COMP-01190,2025-01-26,CUST-6604,West,Call Drop,Mobile,Customer reported poor voice quality issue,Low,Closed,2025-02-08,13.0,4.0
COMP-01191,2025-01-23,CUST-2214,West,Service Outage,Mobile,Customer reported sms failure issue,High,Open,,,
COMP-01192,2025-03-16,CUST-8769,Central,Call Drop,Mobile,Customer reported sms failure issue,Medium,Closed,2025-03-16,0.0,4.0
COMP-01193,2025-02-13,CUST-1601,Central,Call Drop,Mobile,Customer reported sms failure issue,High,Closed,2025-02-25,12.0,5.0
COMP-01194,2025-03-04,CUST-3765,East,Billing Issue,Broadband,Customer reported sms failure issue,High,Closed,2025-03-09,5.0,3.0
COMP-01195,2025-02-25,CUST-8732,South,Service Outage,Fixed Line,Customer reported poor voice quality issue,Critical,Closed,2025-03-09,12.0,2.0
COMP-01196,2025-03-04,CUST-5340,South,No Signal,Fixed Line,Customer reported poor voice quality issue,Medium,Closed,2025-03-18,14.0,5.0
COMP-01197,2025-01-05,CUST-3667,Central,Service Outage,Fixed Line,Customer reported slow internet issue,High,Open,,,
COMP-01198,2025-02-17,CUST-8477,North,Slow Internet,Broadband,Customer reported call drop issue,Critical,Closed,,,3.0
COMP-01199,2025-02-27,CUST-9418,South,SMS Failure,Broadband,Customer reported call drop issue,Low,Closed,2025-02-28,1.0,1.0
COMP-01200,2025-03-03,CUST-5737,Central,No Signal,Broadband,Customer reported call drop issue,Critical,Closed,2025-03-08,5.0,2.0
COMP-01201,2025-02-06,CUST-5602,Central,Slow Internet,TV,Customer reported billing issue issue,High,Closed,2025-02-14,8.0,2.0
COMP-01202,2025-01-06,CUST-8862,West,SMS Failure,Mobile,Customer reported service outage issue,High,Closed,,,5.0
COMP-01203,2025-02-09,CUST-3661,West,Slow Internet,Mobile,Customer reported service outage issue,Critical,Closed,2025-02-21,12.0,2.0
COMP-01204,2025-03-14,CUST-4101,Central,Poor Voice Quality,Fixed Line,Customer reported sms failure issue,Medium,Closed,2025-03-14,0.0,2.0
COMP-01205,2025-01-19,CUST-4519,Central,Poor Voice Quality,Fixed Line,Customer reported service outage issue,Low,Closed,2025-01-22,3.0,1.0
COMP-01206,2025-01-22,CUST-6408,Central,Service Outage,Fixed Line,Customer reported service outage issue,Critical,Closed,2025-01-24,2.0,1.0
COMP-01207,2025-03-06,CUST-9825,North,No Signal,Broadband,Customer reported billing issue issue,Medium,Closed,2025-03-20,14.0,5.0
COMP-01208,2025-01-06,CUST-8451,Central,Service Outage,TV,Customer reported sms failure issue,Critical,Closed,2025-01-20,14.0,2.0
COMP-01209,2025-01-17,CUST-1721,North,Slow Internet,TV,Customer reported service outage issue,Medium,Closed,2025-01-19,2.0,1.0
COMP-01210,2025-02-15,CUST-3352,North,Call Drop,Fixed Line,Customer reported billing issue issue,Medium,Closed,2025-02-23,8.0,5.0
COMP-01211,2025-03-23,CUST-5046,South,Slow Internet,Fixed Line,Customer reported billing issue issue,Critical,Closed,2025-03-23,0.0,3.0
COMP-01212,2025-03-20,CUST-4365,West,SMS Failure,Fixed Line,Customer reported call drop issue,Low,Closed,,,4.0
COMP-01213,2025-01-30,CUST-3293,North,SMS Failure,TV,Customer reported no signal issue,Medium,Open,,,
COMP-01214,2025-02-18,CUST-1407,West,Billing Issue,Broadband,Customer reported billing issue issue,High,Closed,2025-02-24,6.0,4.0
COMP-01215,2025-01-12,CUST-3199,Central,SMS Failure,Fixed Line,Customer reported slow internet issue,Critical,Closed,2025-01-26,14.0,3.0
COMP-01216,2025-01-10,CUST-7353,North,Call Drop,Fixed Line,Customer reported slow internet issue,Low,Closed,2025-01-22,12.0,5.0
COMP-01217,2025-02-14,CUST-7393,South,Slow Internet,TV,Customer reported no signal issue,Medium,Closed,2025-02-14,0.0,4.0
COMP-01218,2025-03-10,CUST-4360,North,Service Outage,Mobile,Customer reported slow internet issue,Critical,Closed,2025-03-23,13.0,3.0
COMP-01219,2025-03-12,CUST-5827,North,Poor Voice Quality,Mobile,Customer reported slow internet issue,Medium,In Progress,,,
COMP-01220,2025-02-01,CUST-7606,Central,Billing Issue,TV,Customer reported billing issue issue,Medium,Closed,2025-02-12,11.0,5.0
COMP-01221,2025-01-16,CUST-5741,Central,No Signal,Fixed Line,Customer reported no signal issue,Medium,Closed,2025-01-17,1.0,4.0
COMP-01222,2025-02-20,CUST-2502,South,Poor Voice Quality,Fixed Line,Customer reported call drop issue,Critical,Closed,2025-03-05,13.0,4.0
COMP-01223,2025-03-30,CUST-9075,Central,SMS Failure,Fixed Line,Customer reported sms failure issue,Medium,Closed,2025-04-07,8.0,5.0
COMP-01224,2025-02-25,CUST-2874,South,Billing Issue,TV,Customer reported no signal issue,Low,Resolved,,,
COMP-01225,2025-02-12,CUST-6574,South,Billing Issue,Broadband,Customer reported call drop issue,High,Closed,2025-02-20,8.0,5.0
COMP-01226,2025-01-30,CUST-9737,South,Service Outage,Mobile,Customer reported slow internet issue,Low,Closed,2025-02-12,13.0,1.0
COMP-01227,2025-01-11,CUST-3638,South,Billing Issue,Mobile,Customer reported call drop issue,Low,Closed,2025-01-22,11.0,4.0
COMP-01228,2025-01-07,CUST-3688,North,Billing Issue,Broadband,Customer reported billing issue issue,Critical,Closed,2025-01-07,0.0,4.0
COMP-01229,2025-01-21,CUST-2604,Central,Billing Issue,Mobile,Customer reported sms failure issue,Medium,Closed,2025-01-31,10.0,3.0
COMP-01230,2025-02-26,CUST-8004,West,Call Drop,Fixed Line,Customer reported sms failure issue,High,Closed,2025-03-04,6.0,2.0
COMP-01231,2025-01-02,CUST-4666,North,Call Drop,Fixed Line,Customer reported no signal issue,Medium,Closed,2025-01-14,12.0,1.0
COMP-01232,2025-02-25,CUST-4438,East,No Signal,Broadband,Customer reported no signal issue,Low,Closed,2025-03-03,6.0,2.0
COMP-01233,2025-01-13,CUST-6105,North,Poor Voice Quality,Fixed Line,Customer reported no signal issue,Medium,Closed,2025-01-21,8.0,1.0
COMP-01234,2025-01-09,CUST-8453,West,Service Outage,Broadband,Customer reported sms failure issue,High,Closed,2025-01-18,9.0,2.0
COMP-01235,2025-01-11,CUST-3333,South,No Signal,TV,Customer reported poor voice quality issue,High,Closed,2025-01-25,14.0,1.0
COMP-01236,2025-03-18,CUST-2473,West,Service Outage,Fixed Line,Customer reported service outage issue,Low,Closed,2025-03-29,11.0,1.0
COMP-01237,2025-01-18,CUST-4702,West,Call Drop,TV,Customer reported service outage issue,Medium,Closed,,,3.0
COMP-01238,2025-03-26,CUST-2408,East,Slow Internet,TV,Customer reported service outage issue,Medium,Resolved,,,
COMP-01239,2025-03-01,CUST-3819,East,Call Drop,Mobile,Customer reported billing issue issue,Low,In Progress,,,
COMP-01240,2025-01-27,CUST-9020,East,Poor Voice Quality,Fixed Line,Customer reported poor voice quality issue,High,Closed,2025-01-27,0.0,3.0
COMP-01241,2025-03-10,CUST-7509,Central,Call Drop,Broadband,Customer reported billing issue issue,High,Closed,2025-03-11,1.0,5.0
COMP-01242,2025-02-01,CUST-8844,Central,Service Outage,Fixed Line,Customer reported billing issue issue,Medium,Closed,2025-02-02,1.0,1.0
COMP-01243,2025-02-28,CUST-5597,North,SMS Failure,Fixed Line,Customer reported slow internet issue,High,Closed,2025-03-03,3.0,3.0
COMP-01244,2025-03-10,CUST-2248,East,Service Outage,Mobile,Customer reported sms failure issue,High,Closed,2025-03-19,9.0,5.0
COMP-01245,2025-01-28,CUST-8436,Central,Slow Internet,Mobile,Customer reported service outage issue,Medium,Closed,2025-02-07,10.0,5.0
COMP-01246,2025-03-18,CUST-6613,Central,No Signal,Fixed Line,Customer reported no signal issue,Medium,Closed,2025-03-18,0.0,3.0
COMP-01247,2025-01-07,CUST-9069,North,Billing Issue,Mobile,Customer reported billing issue issue,Medium,Closed,2025-01-09,2.0,5.0
COMP-01248,2025-03-18,CUST-4353,South,Billing Issue,TV,Customer reported service outage issue,Low,Closed,2025-03-19,1.0,2.0
COMP-01249,2025-01-01,CUST-1790,South,SMS Failure,TV,Customer reported service outage issue,Medium,Closed,2025-01-08,7.0,4.0
COMP-01250,2025-03-28,CUST-9568,East,Poor Voice Quality,Broadband,Customer reported poor voice quality issue,Low,Closed,2025-04-11,14.0,4.0
COMP-01251,2025-02-12,CUST-7328,North,Slow Internet,Broadband,Customer reported call drop issue,Critical,Closed,2025-02-19,7.0,2.0
COMP-01252,2025-03-28,CUST-6433,North,Poor Voice Quality,Fixed Line,Customer reported call drop issue,Low,Closed,2025-04-07,10.0,1.0
COMP-01253,2025-02-07,CUST-1293,East,Call Drop,Fixed Line,Customer reported service outage issue,Critical,Closed,2025-02-15,8.0,5.0
COMP-01254,2025-01-14,CUST-7773,West,Billing Issue,Fixed Line,Customer reported service outage issue,High,Closed,2025-01-14,0.0,2.0
COMP-01255,2025-03-14,CUST-8303,West,Service Outage,Fixed Line,Customer reported call drop issue,Critical,Resolved,,,
COMP-01256,2025-03-06,CUST-7574,Central,SMS Failure,Fixed Line,Customer reported service outage issue,High,Closed,2025-03-11,5.0,3.0
COMP-01257,2025-03-15,CUST-9586,East,Poor Voice Quality,TV,Customer reported poor voice quality issue,High,Closed,2025-03-27,12.0,1.0
COMP-01258,2025-01-16,CUST-8766,West,Call Drop,Mobile,Customer reported billing issue issue,Critical,Closed,2025-01-27,11.0,2.0
COMP-01259,2025-01-27,CUST-1573,North,Poor Voice Quality,TV,Customer reported no signal issue,High,Closed,2025-02-06,10.0,3.0
COMP-01260,2025-03-12,CUST-6211,North,SMS Failure,Fixed Line,Customer reported billing issue issue,High,Closed,2025-03-14,2.0,2.0
COMP-01261,2025-03-31,CUST-5723,West,No Signal,TV,Customer reported call drop issue,High,Closed,,,1.0
COMP-01262,2025-02-12,CUST-8521,Central,Billing Issue,Mobile,Customer reported call drop issue,Critical,Closed,2025-02-13,1.0,1.0
COMP-01263,2025-02-25,CUST-4391,East,Service Outage,Broadband,Customer reported sms failure issue,Critical,Closed,2025-03-02,5.0,3.0
COMP-01264,2025-03-18,CUST-3950,South,SMS Failure,Mobile,Customer reported billing issue issue,High,Closed,2025-03-28,10.0,1.0
COMP-01265,2025-03-22,CUST-3932,East,Service Outage,Mobile,Customer reported call drop issue,Low,Closed,2025-03-28,6.0,3.0
COMP-01266,2025-01-28,CUST-3348,Central,Call Drop,Mobile,Customer reported no signal issue,Critical,Closed,,,4.0
COMP-01267,2025-01-14,CUST-3499,East,Service Outage,TV,Customer reported call drop issue,Critical,In Progress,,,
COMP-01268,2025-03-28,CUST-7608,West,Poor Voice Quality,Mobile,Customer reported call drop issue,Critical,Closed,2025-04-07,10.0,2.0
COMP-01269,2025-03-17,CUST-5028,West,No Signal,Mobile,Customer reported slow internet issue,Critical,Closed,,,5.0
COMP-01270,2025-01-15,CUST-8691,West,No Signal,Broadband,Customer reported poor voice quality issue,High,Closed,2025-01-18,3.0,4.0
COMP-01271,2025-01-21,CUST-9698,North,Service Outage,TV,Customer reported service outage issue,Critical,Closed,2025-01-29,8.0,1.0
COMP-01272,2025-01-21,CUST-9476,North,Call Drop,Broadband,Customer reported slow internet issue,Medium,Closed,2025-02-02,12.0,2.0
COMP-01273,2025-03-14,CUST-3273,North,Billing Issue,Fixed Line,Customer reported sms failure issue,High,Closed,2025-03-23,9.0,4.0
COMP-01274,2025-02-15,CUST-4167,East,No Signal,TV,Customer reported service outage issue,Critical,Closed,2025-02-16,1.0,1.0
COMP-01275,2025-03-14,CUST-9315,South,SMS Failure,Broadband,Customer reported call drop issue,High,Closed,2025-03-16,2.0,3.0
COMP-01276,2025-01-19,CUST-9558,West,SMS Failure,Fixed Line,Customer reported call drop issue,Low,In Progress,,,
COMP-01277,2025-01-05,CUST-4528,South,Service Outage,Mobile,Customer reported service outage issue,Low,Closed,2025-01-17,12.0,3.0
COMP-01278,2025-01-30,CUST-1531,South,Billing Issue,Broadband,Customer reported poor voice quality issue,Medium,Closed,2025-02-11,12.0,1.0
COMP-01279,2025-03-25,CUST-5128,East,Slow Internet,Broadband,Customer reported sms failure issue,Medium,Closed,2025-04-01,7.0,2.0
COMP-01280,2025-03-03,CUST-3386,South,Service Outage,Fixed Line,Customer reported no signal issue,Medium,Resolved,,,
COMP-01281,2025-03-22,CUST-9069,North,SMS Failure,Broadband,Customer reported call drop issue,Medium,In Progress,,,
COMP-01282,2025-01-06,CUST-7512,Central,Slow Internet,Fixed Line,Customer reported slow internet issue,Critical,Closed,2025-01-09,3.0,4.0
COMP-01283,2025-03-05,CUST-6468,North,Slow Internet,Fixed Line,Customer reported call drop issue,Low,Open,,,
COMP-01284,2025-02-22,CUST-6891,North,Call Drop,TV,Customer reported call drop issue,High,In Progress,,,
COMP-01285,2025-03-14,CUST-1818,North,No Signal,Broadband,Customer reported sms failure issue,Critical,Closed,2025-03-26,12.0,5.0
COMP-01286,2025-03-08,CUST-6882,East,SMS Failure,Broadband,Customer reported billing issue issue,Medium,Closed,2025-03-15,7.0,2.0
COMP-01287,2025-01-08,CUST-5788,North,SMS Failure,TV,Customer reported service outage issue,Critical,Closed,2025-01-13,5.0,5.0
COMP-01288,2025-02-02,CUST-7526,East,Service Outage,Broadband,Customer reported billing issue issue,Critical,Closed,2025-02-16,14.0,4.0
COMP-01289,2025-02-17,CUST-7641,West,No Signal,Fixed Line,Customer reported no signal issue,Medium,Closed,2025-03-02,13.0,2.0
COMP-01290,2025-02-28,CUST-1480,North,Service Outage,TV,Customer reported sms failure issue,Medium,Closed,2025-03-04,4.0,5.0
COMP-01291,2025-02-07,CUST-6479,South,No Signal,Fixed Line,Customer reported poor voice quality issue,High,Closed,2025-02-17,10.0,4.0
COMP-01292,2025-03-08,CUST-2346,South,SMS Failure,Broadband,Customer reported slow internet issue,Medium,Closed,2025-03-16,8.0,2.0
COMP-01293,2025-01-29,CUST-4415,West,Poor Voice Quality,Fixed Line,Customer reported service outage issue,Low,Closed,2025-02-07,9.0,2.0
COMP-01294,2025-03-28,CUST-7831,East,Billing Issue,Mobile,Customer reported call drop issue,Critical,Closed,2025-04-03,6.0,4.0
COMP-01295,2025-03-18,CUST-5819,South,SMS Failure,Mobile,Customer reported sms failure issue,Low,Resolved,,,
COMP-01296,2025-03-18,CUST-5408,Central,Billing Issue,Fixed Line,Customer reported service outage issue,Medium,Closed,2025-03-23,5.0,4.0
COMP-01297,2025-03-20,CUST-8432,North,Billing Issue,Mobile,Customer reported call drop issue,Critical,Closed,2025-04-01,12.0,1.0
COMP-01298,2025-03-14,CUST-3723,Central,No Signal,TV,Customer reported slow internet issue,Critical,Resolved,,,
COMP-01299,2025-01-11,CUST-3338,South,SMS Failure,Broadband,Customer reported slow internet issue,Low,In Progress,,,
COMP-01300,2025-02-11,CUST-6872,West,No Signal,Broadband,Customer reported slow internet issue,Medium,Closed,2025-02-14,3.0,4.0
COMP-01301,2025-03-07,CUST-1986,West,SMS Failure,Broadband,Customer reported call drop issue,Medium,In Progress,,,
